GMST|0x6de1c|fCombatTeammateFollowRadiusMult|
CELL|0x100b063||
LAND|0x1012700||
CELL|0x100b064||
LAND|0x100ba3c||
CELL|0x100b065||
LAND|0x100ba3b||
CELL|0x100b066||
LAND|0x100ba3a||
CELL|0x100b067||
CELL|0x100b068||
CELL|0x100b069||
CELL|0x100b06a||
CELL|0x100b06b||
CELL|0x100b06c||
CELL|0x100b06d||
CELL|0x100b06e||
CELL|0x100b06f||
CELL|0x100b070||
CELL|0x100b071||
CELL|0x100b072||
CELL|0x100b073||
LAND|0x100ba32||
CELL|0x100b074||
LAND|0x100ba31||
CELL|0x100b075||
LAND|0x100ba30||
CELL|0x100b076||
CELL|0x100b077||
CELL|0x100b078||
CELL|0x100b079||
CELL|0x100b07a||
CELL|0x100b07b||
CELL|0x100b07c||
CELL|0x100b07d||
CELL|0x100b07e||
CELL|0x100b07f||
LAND|0x100ba2a||
CELL|0x100b080||
LAND|0x100ba29||
CELL|0x100b081||
LAND|0x100ba28||
CELL|0x100c5f1||
CELL|0x100b051||
CELL|0x100b052||
CELL|0x100b053||
CELL|0x100b054||
CELL|0x100b055||
CELL|0x100b056||
CELL|0x100b057||
CELL|0x100b058||
LAND|0x100ba69||
CELL|0x100b059||
CELL|0x100b05a||
CELL|0x100b05b||
WRLD|0x100e9de|HeightTest01|
DIAL|0xc8|GREETING|GREETING
INFO|0x101172e||
INFO|0x100a815||
INFO|0x100a816||
INFO|0x101172f||
INFO|0x100c7df||
INFO|0x1012b69||
INFO|0x10012db||
INFO|0x10012dc||
INFO|0x10103ee||
INFO|0x10133e3||
INFO|0x10012dd||
INFO|0x10012de||
INFO|0x10012df||
INFO|0x100eda4||
INFO|0x10127aa||
INFO|0x1012252||
INFO|0x1012253||
INFO|0x1012254||
INFO|0x101388e||
INFO|0x101388f||
INFO|0x100f330||
INFO|0x100f331||
INFO|0x1011da0||
INFO|0x1011da1||
INFO|0x1012a80||
INFO|0x10139a5||
INFO|0x10139a6||
INFO|0x100f405||
INFO|0x10139be||
INFO|0x10012e1||
INFO|0x10012e2||
INFO|0x1013468||
INFO|0x1012b27||
INFO|0x1012b43||
INFO|0x1012ab8||
INFO|0x10109bb||
INFO|0x10012e4||
INFO|0x10012e5||
INFO|0x10012e3||
INFO|0x1013778||
INFO|0x1013a3b||
INFO|0x1013b04||
INFO|0x1013b2c||
INFO|0x1011216||
INFO|0x1011c8e||
INFO|0x1011c8f||
INFO|0x1011c90||
INFO|0x1011c91||
INFO|0x1011c92||
INFO|0x10117b6||
INFO|0x1011c93||
INFO|0x1012170||
INFO|0x1012171||
INFO|0x10012da||
INFO|0x101062c||
INFO|0x101062d||
INFO|0x101062e||
INFO|0x101062f||
INFO|0x1010630||
INFO|0x100eda2||
INFO|0x1012ba0||
INFO|0x100f21f||
INFO|0x10012d5||
INFO|0x10133ac||
INFO|0x10012d6||
INFO|0x10133ad||
INFO|0x10012d8||
INFO|0x10012d9||
INFO|0x10012d7||
INFO|0x10012e0||
INFO|0x10103c5||
INFO|0x100c4c8||
INFO|0x147866||
DIAL|0xca|PLAYERTHROWGRENADE|PLAYER THROW GRENADE
INFO|0x10053b4||
INFO|0x10053b5||
INFO|0x10053b7||
INFO|0x10053b6||
DIAL|0xcb|PLAYERFIREWEAPON|PLAYER FIRE WEAPON
DIAL|0xcc|PLAYERLAYMINE|PLAYER LAY MINE
INFO|0x10053e0||
INFO|0x10053e1||
INFO|0x10053e3||
INFO|0x10053e2||
DIAL|0xd0|PLAYERINIRONSITES|PLAYER IN IRON SITES
INFO|0x10053c8||
INFO|0x10053c9||
INFO|0x10053cb||
INFO|0x10053ca||
DIAL|0xd2|HELLO|Hello
DIAL|0xd4|GOODBYE|Goodbye.
INFO|0xa53f4||
INFO|0x10140da||
INFO|0x10012cc||
INFO|0x10012cb||
INFO|0x1013d8d||
DIAL|0xdc|Attack|Attack
INFO|0x1005345||
INFO|0x100fcac||
INFO|0x100fcad||
INFO|0x100fcae||
INFO|0x100fcaf||
INFO|0x1005346||
INFO|0x1005347||
INFO|0x1005348||
DIAL|0xdd|Hit|Hit
INFO|0x1005379||
INFO|0x100537a||
INFO|0x100537b||
INFO|0x100537c||
DIAL|0xde|Flee|Flee
INFO|0x10053a0||
INFO|0x10053a1||
INFO|0x10053a2||
INFO|0x10053a3||
DIAL|0xdf|Steal|Steal
INFO|0x1005365||
INFO|0x100fcb1||
INFO|0x1005366||
INFO|0x1005367||
INFO|0x1005368||
DIAL|0xe2|AcceptYield|AcceptYield
INFO|0x1005385||
INFO|0x1005386||
INFO|0x1005387||
INFO|0x1005388||
DIAL|0xe4|Assault|Assault
INFO|0x100532d||
INFO|0x100532e||
INFO|0x100532f||
INFO|0x1005330||
DIAL|0xe5|Murder|Murder
DIAL|0xe6|PowerAttack|PowerAttack
INFO|0x1005325||
INFO|0x1005326||
INFO|0x1005327||
INFO|0x1005328||
DIAL|0xe8|MurderNoCrime|MurderNoCrime
DIAL|0xec|FireExplosive|FireExplosive
INFO|0x100531d||
INFO|0x100531e||
INFO|0x100531f||
INFO|0x1005320||
DIAL|0xed|AvoidThreat|AvoidThreat
INFO|0x1005408||
INFO|0x1005409||
INFO|0x100540a||
INFO|0x100540b||
DIAL|0xee|NormalToCombat|StartCombat
INFO|0x100543c||
INFO|0x100543d||
INFO|0x100543e||
INFO|0x100543f||
INFO|0x1005438||
INFO|0x1005439||
INFO|0x100543a||
DIAL|0xef|Death|Death
INFO|0x1005341||
INFO|0x100fca9||
INFO|0x100fcaa||
INFO|0x100fcab||
INFO|0x1005342||
INFO|0x1005343||
INFO|0x1005344||
DIAL|0xf2|GuardTrespass|GuardTrespass
DIAL|0xf3|AlertToCombat|AlertToCombat
INFO|0x1005410||
INFO|0x1005411||
INFO|0x1005412||
INFO|0x1005413||
INFO|0x100540c||
INFO|0x100540d||
INFO|0x100540e||
DIAL|0xf4|NormalToAlert|NormalToAlert
INFO|0x1005450||
INFO|0x1005451||
INFO|0x1005452||
INFO|0x1005453||
INFO|0x100544c||
INFO|0x100544d||
INFO|0x100544e||
DIAL|0xf5|AlertToNormal|AlertToNormal
INFO|0x10053ab||
INFO|0x10053aa||
INFO|0x10053a8||
INFO|0x10053a4||
INFO|0x10053a5||
INFO|0x10053a6||
DIAL|0xf6|CombatToNormal|CombatToNormal
INFO|0x10053dc||
INFO|0x10053dd||
INFO|0x10053de||
INFO|0x10053df||
INFO|0x10053d8||
INFO|0x10053d9||
INFO|0x10053da||
DIAL|0xf7|CombatToLost|CombatToLost
INFO|0x100541c||
INFO|0x100541d||
INFO|0x100541e||
INFO|0x100541f||
INFO|0x1005418||
INFO|0x1005419||
INFO|0x100541a||
DIAL|0xf8|LostToNormal|LostToNormal
INFO|0x100542c||
INFO|0x1005428||
INFO|0x1005429||
INFO|0x100542a||
INFO|0x100542e||
DIAL|0xf9|LostToCombat|LostToCombat
INFO|0x10053f8||
INFO|0x10053f9||
INFO|0x10053fa||
INFO|0x10053fb||
INFO|0x10053f4||
INFO|0x10053f5||
INFO|0x10053f6||
DIAL|0x104|AlertIdle|AlertIdle
INFO|0x10053c0||
INFO|0x10053c1||
INFO|0x10053c2||
INFO|0x10053c3||
INFO|0x10053bc||
INFO|0x10053bd||
INFO|0x10053be||
DIAL|0x107|LostIdle|LostIdle
INFO|0x10053d4||
INFO|0x10053d5||
INFO|0x10053d6||
INFO|0x10053d7||
INFO|0x10053d0||
INFO|0x10053d1||
INFO|0x10053d2||
DIAL|0x126|RadioHello|RadioHello
INFO|0x1012f69||
INFO|0x10138bf||
INFO|0x10108f6||
INFO|0x1010934||
INFO|0x100f2b6||
INFO|0x100f2b5||
INFO|0x100f2b3||
INFO|0x10108c4||
INFO|0x10108f5||
INFO|0x1011362||
INFO|0x1011363||
INFO|0x1012126||
INFO|0x1012127||
INFO|0x1012128||
INFO|0x1012129||
INFO|0x101212a||
INFO|0x101212b||
INFO|0x101212c||
INFO|0x1012e9d||
INFO|0x1012f6a||
DIAL|0x1fb51|DeathResponse|DeathResponse
DIAL|0x37071|FollowersWait|Wait here.
INFO|0x1005404||
INFO|0x1005405||
INFO|0x1005407||
INFO|0x1005406||
DIAL|0x37072|FollowersTrade|Let's trade equipment.
INFO|0x100533d||
INFO|0x100533e||
INFO|0x1005340||
INFO|0x100533f||
DIAL|0x37073|FollowersTacticsEnd|Enough about tactics.
INFO|0x1005424||
INFO|0x1005425||
INFO|0x1005427||
INFO|0x1005426||
DIAL|0x37074|FollowersTacticsDistanceLong|Keep your distance. Try to flank them.
INFO|0x1005375||
INFO|0x1005376||
INFO|0x1005378||
INFO|0x1005377||
DIAL|0x37075|FollowersTacticsDistanceGOODBYE|All right, you're good. Let's get out of here.
INFO|0x100538e||
INFO|0x100538f||
INFO|0x1005391||
INFO|0x1005390||
DIAL|0x37076|FollowersTacticsDistanceEND|Your distance is good. Let's talk about something else.
INFO|0x10053f0||
INFO|0x10053f1||
INFO|0x10053f3||
INFO|0x10053f2||
DIAL|0x37077|FollowersTacticsDistanceDefault|Stay close to me.
INFO|0x1005351||
INFO|0x1005352||
INFO|0x1005354||
INFO|0x1005353||
DIAL|0x37078|FollowersTacticsDistanceClose|Stick close to me.
DIAL|0x37079|FollowersTacticsDistance|Let's talk about how close you're following me.
INFO|0x1005414||
INFO|0x1005415||
INFO|0x1005417||
INFO|0x1005416||
DIAL|0x3707a|FollowersTacticsCombatRanged|I want you to use ranged weapons.
INFO|0x1005331||
INFO|0x1005332||
INFO|0x1005334||
INFO|0x1005333||
DIAL|0x3707b|FollowersTacticsCombatMelee|Switch to a melee weapon.
INFO|0x10053c4||
INFO|0x10053c5||
INFO|0x10053c7||
INFO|0x10053c6||
DIAL|0x3707c|FollowersTacticsCombatEND|Let's talk about something else.
INFO|0x1005359||
INFO|0x100535a||
INFO|0x100535c||
INFO|0x100535b||
DIAL|0x3707d|FollowersTacticsCombatGOODBYE|That's all. Let's get going.
INFO|0x100539a||
INFO|0x100539b||
INFO|0x100539d||
INFO|0x100539c||
DIAL|0x3707e|FollowersTacticsCombat|I want you to change your combat style.
INFO|0x1005420||
INFO|0x1005421||
INFO|0x1005423||
INFO|0x1005422||
DIAL|0x3707f|FollowersTactics|Let's talk about your tactics.
INFO|0x1005335||
INFO|0x1005336||
INFO|0x1005338||
INFO|0x1005337||
DIAL|0x37082|FollowersLetsGo|Let's get going.
INFO|0x1005444||
INFO|0x1005445||
INFO|0x1005447||
INFO|0x1005446||
DIAL|0x37083|FollowersFired|It's time for us to part ways.
INFO|0x1005448||
INFO|0x1005449||
INFO|0x100544b||
INFO|0x100544a||
DIAL|0x37084|FollowersHired|I think we should travel together.
INFO|0x100353a||
INFO|0x1005389||
INFO|0x100353b||
INFO|0x100538a||
INFO|0x100538c||
INFO|0x100538d||
INFO|0x100353c||
INFO|0x100538b||
DIAL|0x80d81|StartCombatResponse|StartCombatResponse
INFO|0x10053e8||
INFO|0x100fcb4||
INFO|0x10053e9||
INFO|0x10053ea||
INFO|0x10053eb||
INFO|0x10053e4||
INFO|0x100fcb2||
INFO|0x100fcb3||
INFO|0x10053e5||
INFO|0x10053e6||
DIAL|0xbd03e|FollowersFiredNo|On second thought, stick with me for a little longer.
INFO|0x1005349||
INFO|0x100534a||
INFO|0x100534c||
INFO|0x100534b||
DIAL|0xbd03f|FollowersFiredYes|Yes, I'm sure.
INFO|0x1005392||
INFO|0x1005393||
INFO|0x1005395||
INFO|0x1005394||
DIAL|0x11ebca|FollowersAcknowledgeMyOrder|FollowersAcknowledgeMyOrder
INFO|0x1005355||
INFO|0x1005356||
INFO|0x1005358||
INFO|0x1005357||
DIAL|0x11ebcc|FollowersTacticsCombatPassive|I want you not to attack enemies unless I've already engaged them.
INFO|0x1005396||
INFO|0x1005397||
INFO|0x1005399||
INFO|0x1005398||
DIAL|0x11ebcd|FollowersTacticsCombatAggressive|I want you to attack enemies the moment you see them.
INFO|0x1005321||
INFO|0x1005322||
INFO|0x1005324||
INFO|0x1005323||
DIAL|0x15abe9|VDialogueVeronicaVeronicaTopic120|Who was this Father Elijah to you?
INFO|0x15ba36||
DIAL|0x15ba2e|VDialogueVeronicaVeronicaTopic126|Where is he now?
INFO|0x15ba34||
DIAL|0x15bcae|HealthQuarter|HealthQuarter
INFO|0x1005440||
INFO|0x1005441||
INFO|0x1005442||
INFO|0x1005443||
DIAL|0x15bcaf|HealthHalf|HealthHalf
INFO|0x1005339||
INFO|0x1010ed7||
INFO|0x100533a||
INFO|0x100533b||
INFO|0x100533c||
DIAL|0x15bcb0|Wake|Wake
INFO|0x100537d||
INFO|0x1013b80||
INFO|0x100537e||
INFO|0x1013b81||
INFO|0x100537f||
INFO|0x1013b82||
INFO|0x1005380||
INFO|0x1013b83||
DIAL|0x15bcb1|ArmorIneffective|ArmorIneffective
INFO|0x100539e||
INFO|0x100539f||
DIAL|0x15bcb2|WeaponIneffective|WeaponIneffective
INFO|0x10053ac||
INFO|0x10053ad||
INFO|0x10053ae||
INFO|0x10053af||
DIAL|0x15bcb3|WeaponBroke|WeaponBroke
DIAL|0x15bcb4|NoAmmo|NoAmmo
INFO|0x100534d||
INFO|0x100534e||
INFO|0x100534f||
INFO|0x1005350||
DIAL|0x15bcb5|UsedDoctorBag|UsedDoctorBag
INFO|0x1005381||
INFO|0x1005382||
INFO|0x1005383||
INFO|0x1005384||
DIAL|0x15bcb6|Crippled|Crippled
INFO|0x10053cc||
INFO|0x10053cd||
INFO|0x10053ce||
INFO|0x10053cf||
DIAL|0x15bcb7|KOed|KOed
INFO|0x1005430||
INFO|0x1005431||
INFO|0x1005432||
INFO|0x1005433||
DIAL|0x15bcb8|KnockedBack|KnockedBack
INFO|0x1005369||
INFO|0x100536a||
INFO|0x100536b||
INFO|0x100536c||
DIAL|0x15bcb9|Regenerating|Regenerating
INFO|0x1005361||
INFO|0x100fcb0||
INFO|0x1005362||
INFO|0x1005363||
INFO|0x1005364||
DIAL|0x15bcba|OnFire|OnFire
INFO|0x10053b0||
INFO|0x10053b1||
INFO|0x10053b2||
INFO|0x10053b3||
DIAL|0x15bcbb|Frenzy|Frenzy
INFO|0x1005434||
INFO|0x1005435||
INFO|0x1005436||
INFO|0x1005437||
DIAL|0x15bcbc|Poisoned|Poison
INFO|0x100536d||
INFO|0x1010d9c||
INFO|0x100536e||
INFO|0x100536f||
INFO|0x1010d9d||
INFO|0x1005370||
INFO|0x1010d9e||
DIAL|0x15bcbd|FollowersOverburdened|FollowersOverburdened
INFO|0x1005454||
INFO|0x1005455||
INFO|0x1005457||
INFO|0x1005456||
DIAL|0x15e363|FollowersStealthing|FollowersStealthing
INFO|0x1005329||
INFO|0x100532a||
INFO|0x100532c||
INFO|0x1012b09||
INFO|0x100532b||
INFO|0x1012b07||
INFO|0x1012b08||
DIAL|0x15edac|VDialogueVeronicaAbeMsgRefuse|It's better you don't. Let me hold onto it.
INFO|0x15edc6||
DIAL|0x15edb0|VDialogueVeronicaAbeMsg1|VDialogueVeronicaAbeMsg1
INFO|0x15edc3||
DIAL|0x15edb1|VDialogueVeronicaAbeBye1|Just mad ramblings. He didn't make much sense.
INFO|0x15edd8||
INFO|0x15edd9||
DIAL|0x15edb2|VDialogueVeronicaAbeExp1|He explained the search for the Sierra Madre... healed him.
INFO|0x15edc2||
DIAL|0x15edb3|VDialogueVeronicaAbeSim2|Can you unlock it for me first? He was... vague on that point.
INFO|0x15edc5||
DIAL|0x15edb4|VDialogueVeronicaAbeSim1|Some last words - a message. Nothing important.
INFO|0x15edcd||
DIAL|0x15edb5|VDialogueVeronicaAcceleratorStg35|VDialogueVeronicaAcceleratorStg35
INFO|0x15edd2||
INFO|0x15edd3||
INFO|0x15edd4||
DIAL|0x15edb6|VDialogueVeronicaAcceleratorStg34|What did he say to you?
INFO|0x15edce||
DIAL|0x15edb7|VDialogueVeronicaAcceleratorStg33|VDialogueVeronicaAcceleratorStg33
INFO|0x15edc1||
DIAL|0x15edb8|VDialogueVeronicaAcceleratorStg32|You should watch it.
INFO|0x15edd7||
DIAL|0x15edb9|VDialogueVeronicaAcceleratorStg31|You should listen to this.
DIAL|0x15edba|VDialogueVeronicaAcceleratorStg22|He left this holo-message. Here.
INFO|0x15edcb||
INFO|0x15edcc||
DIAL|0x15edbb|VDialogueVeronicaAcceleratorStg21|VDialogueVeronicaAcceleratorStg21
INFO|0x15edca||
DIAL|0x15edbd|VDialogueVeronicaAcceleratorChokept|VDialogueVeronicaAcceleratorChokept
INFO|0x15edda||
DIAL|0x15edbe|VDialogueVeronicaAcceleratorTrap|I had to trap him inside a Pre-War... prison.
INFO|0x15edc8||
DIAL|0x15edbf|VDialogueVeronicaAcceleratorKill|I had to kill him.
INFO|0x15edcf||
DIAL|0x15edc0|VDialogueVeronicaAccelerator|I found Elijah.
INFO|0x15edd0||
INFO|0x15edd1||
DIAL|0x10074c2|NVDLC01ChristineDialogueNVDLC01ChristineTopic006|Meet me at the Fountain, then we'll go from there.
DIAL|0x10074c3|NVDLC01ChristineDialogueNVDLC01ChristineTopic005|All right, come with me.
INFO|0x1011bf7||
DIAL|0x100a7f6|PlayerinsultsChristine|Just die, tired of listening to you anyway.
INFO|0x100a806||
DIAL|0x100a800|PlayersaystheywerehappytodoitandChristineshouldtakeoffTheyllhandletherest|Just glad you're safe. Hold up here, I'll take care of Elijah.
INFO|0x100a813||
DIAL|0x100a801|Playersaysgoahead|What do you want to say?
INFO|0x100a810||
DIAL|0x100a803|NVDLC01ChristineDialogueNVDLC01ChristineTopic020|You could have said something sooner.
INFO|0x100a80d||
INFO|0x1013b16||
INFO|0x101401c||
DIAL|0x100a804|PlayerhasagreaterunderstandingofthekindofmanElijahis|I know Elijah needs to be dealt with, just let me handle it.
DIAL|0x100ad9e|NVDLC01EndingChristineKilledElijah|NVDLC01EndingChristineKilledElijah
DIAL|0x100ad9f|NVDLC01EndingDog|NVDLC01EndingDog
INFO|0x100ada3||
INFO|0x1011df1||
INFO|0x1011def||
INFO|0x1011df0||
DIAL|0x100ada0|NVDLC01EndingChristine|NVDLC01EndingChristine
INFO|0x100ada2||
INFO|0x1011df2||
DIAL|0x100ada1|NVDLC01EndingDean|NVDLC01EndingDean
INFO|0x100ada5||
INFO|0x1011dea||
DIAL|0x100ae58|NVDLC01LobbyStarletWelcome|NVDLC01LobbyStarletWelcome
DIAL|0x100b02f|NVDLC01ChristineDialogueNVDLC01ChristineTopic025|<Lie> We'll take the elevator up, see if there's another way to do this. After you.
INFO|0x100b039||
DIAL|0x100b030|NVDLC01ChristineDialogueNVDLC01ChristineTopic024|All right, let me see if I can find another way to do this without sending you down there.
INFO|0x100b038||
DIAL|0x100b031|GettingChristinedownintoGalaEventposition|I need you to go down to the manual bypass room to regulate the power.
INFO|0x100b036||
DIAL|0x100b034|NVDLC01DeanDialogueNVDLC01DeanTopic007|I need you to stay here and fire off the Gala Event.
INFO|0x10133b6||
INFO|0x100b035||
DIAL|0x100c4be|NVDLC01CasinoCompsNVDLC01HologramCashierCasinoTopic006|I'd like help with something else.
INFO|0x100c4ca||
DIAL|0x100c4bf|NVDLC01CasinoCompsNVDLC01HologramCashierCasinoTopic005|20 Chips for 20 Pre-War Bills.
INFO|0x100c4c7||
DIAL|0x100c4c0|NVDLC01CasinoCompsNVDLC01HologramCashierCasinoTopic004|Let me have 5 Chips for 5 Pre-War Bills.
INFO|0x100c4c5||
DIAL|0x100c4c1|NVDLC01CasinoCompsNVDLC01HologramCashierCasinoTopic003|Uh... 1 Chip for 1 Pre-War Bill.
INFO|0x100c4cb||
DIAL|0x100c4c2|NVDLC01CasinoCompsNVDLC01HologramCashierCasinoTopic002|That's all for now. Thanks.
INFO|0x100c4c6||
DIAL|0x100c4c3|NVDLC01CasinoCompsNVDLC01HologramCashierCasinoTopic001|Can I turn in my Sierra Madre Chips for Pre-War Money?
INFO|0x100c4cc||
DIAL|0x100c4c4|NVDLC01CasinoCompsNVDLC01HologramCashierCasinoTopic000|I want to exchange Pre-War money for some Sierra Madre Chips.
INFO|0x100c4c9||
DIAL|0x100c4d9|NVDLC01DeanDialogueNVDLC01DeanTopic010|{THEATER: Player has rescued Dean}Are you all right?
INFO|0x100c4da||
DIAL|0x100c7d9|NVDLC01ChristineSuitesBarks|NVDLC01ChristineSuitesBarks
INFO|0x100ad8d||
INFO|0x100ad8c||
INFO|0x100a80b||
INFO|0x100ad83||
INFO|0x100ad84||
INFO|0x100ad85||
INFO|0x100ad86||
INFO|0x100ad87||
INFO|0x100ad88||
INFO|0x100ad89||
INFO|0x100ad8a||
INFO|0x100ad8b||
DIAL|0x100cebc|NVDLC01ElijahVaultTrapsPlayerTopic03|NVDLC01ElijahVaultTrapsPlayerTopic03
INFO|0x100ceda||
DIAL|0x100cebd|NVDLC01ElijahVaultPlayerCollarTopic01|NVDLC01ElijahVaultPlayerCollarTopic01
INFO|0x100ced0||
DIAL|0x100cebe|NVDLC01ElijahVaultTrappedTopic04|NVDLC01ElijahVaultTrappedTopic04
INFO|0x100ced7||
DIAL|0x100cebf|NVDLC01ElijahVaultTrappedTopic03|NVDLC01ElijahVaultTrappedTopic03
INFO|0x100cecf||
DIAL|0x100cec0|NVDLC01ElijahVaultTrappedTopic02|NVDLC01ElijahVaultTrappedTopic02
INFO|0x100ced6||
DIAL|0x100cec1|NVDLC01ElijahVaultTrappedTopic01|NVDLC01ElijahVaultTrappedTopic01
INFO|0x100cecc||
DIAL|0x100cec2|NVDLC01ElijahVaultDiesTopic01|NVDLC01ElijahVaultDiesTopic01
INFO|0x100ced4||
DIAL|0x100cec3|NVDLC01ElijahVaultCombatBarkTopic04|NVDLC01ElijahVaultCombatBarkTopic04
INFO|0x100cedb||
DIAL|0x100cec4|NVDLC01ElijahVaultCombatBarkTopic03|NVDLC01ElijahVaultCombatBarkTopic03
INFO|0x100ced1||
DIAL|0x100cec5|NVDLC01ElijahVaultCombatBarkTopic02|NVDLC01ElijahVaultCombatBarkTopic02
INFO|0x100ced8||
DIAL|0x100cec6|NVDLC01ElijahVaultCombatBarkTopic01|NVDLC01ElijahVaultCombatBarkTopic01
INFO|0x100ced3||
DIAL|0x100cec7|NVDLC01ElijahVaultSentryDownTopic03|NVDLC01ElijahVaultSentryDownTopic03
INFO|0x100cece||
DIAL|0x100cec8|NVDLC01ElijahVaultSentryDownTopic02|NVDLC01ElijahVaultSentryDownTopic02
INFO|0x100ced9||
DIAL|0x100cec9|NVDLC01ElijahVaultSentryDownTopic01|NVDLC01ElijahVaultSentryDownTopic01
INFO|0x100ced2||
DIAL|0x100ceca|NVDLC01ElijahVaultTrapsPlayerTopic02|NVDLC01ElijahVaultTrapsPlayerTopic02
INFO|0x100cecd||
DIAL|0x100cecb|NVDLC01ElijahVaultTrapsPlayerTopic01|NVDLC01ElijahVaultTrapsPlayerTopic01
INFO|0x100ced5||
DIAL|0x100ceee|VDialogueVeronicaVeronicaTopic156|Unlock it, give it back, then shut up.
DIAL|0x100ceef|VDialogueVeronicaVeronicaTopic155|Yes. It was entrusted to me, not you.
DIAL|0x100cef0|VDialogueVeronicaVeronicaTopic154|Here you go.
DIAL|0x100cef1|VDialogueVeronicaVeronicaTopic153|Did it make any sense?
DIAL|0x100cef2|VDialogueVeronicaVeronicaTopic151|It's a message. The news is up to you.
DIAL|0x100cef3|VDialogueVeronicaVeronicaTopic150|There's something I wanted to pass along.
DIAL|0x100cef4|VDialogueVeronicaVeronicaTopic149|He's dead.
DIAL|0x100cef5|VDialogueVeronicaVeronicaTopic148|He's trapped, no chance of him escaping.
DIAL|0x100cef6|VDialogueVeronicaVeronicaTopic147|I had to kill him before he hurt others.
DIAL|0x100dfb9|NVDLC01DogDialogueRandomBark|NVDLC01DogDialogueRandomBark
INFO|0x100dfbc||
INFO|0x100dfbd||
INFO|0x100dfbe||
INFO|0x100dfbf||
INFO|0x100dfc0||
INFO|0x100dfc1||
DIAL|0x100dfba|NVDLC01DogDialogueSpecificBark|NVDLC01DogDialogueSpecificBark
INFO|0x100dfc2||
INFO|0x100dfc3||
INFO|0x100dfc4||
INFO|0x100dfc5||
INFO|0x100dfc6||
DIAL|0x100dfbb|NVDLC01DogDialogueBackInYourCage|NVDLC01DogDialogueBackInYourCage
INFO|0x100dfc7||
DIAL|0x100e10e|NVDLC01DogDialogueGodFirstTime|NVDLC01DogDialogueGodFirstTime
INFO|0x100fd89||
DIAL|0x100e4dc|NVDLC01DogDialogueGodBasementBark|NVDLC01DogDialogueGodBasementBark
INFO|0x100e4dd||
INFO|0x100e4de||
INFO|0x100e4df||
DIAL|0x100ec8a|NVDLC01ChristineDialogueNVDLC01ChristineTopic028|I don't have time for this. Get in the damn elevator.
INFO|0x100ec8f||
DIAL|0x100ec8b|NVDLC01ChristineDialogueNVDLC01ChristineTopic027|I've found a way to do the bypass from here. You should be able to just use the terminal over there.
INFO|0x100ec8d||
DIAL|0x100ec8c|NVDLC01ChristineGalaPositionBarks|NVDLC01ChristineGalaPositionBarks
INFO|0x100ec8e||
DIAL|0x100ed63|NVDLC01DeanDialogueNVDLC01DeanTopic059|Well, if I can get here, others will be, soon enough. Fountain's the safest place.
INFO|0x100ed91||
DIAL|0x100ed64|NVDLC01DeanDialogueNVDLC01DeanTopic058|Fine. Get up and follow me.
INFO|0x100eda1||
INFO|0x100eda0||
DIAL|0x100ed65|NVDLC01DeanDialogueNVDLC01DeanTopic057|Any reason you can't find your way there?
INFO|0x100ed8f||
DIAL|0x100ed66|NVDLC01DeanDialogueNVDLC01DeanTopic056|We'll find out more about our "contract" back at the Fountain.
DIAL|0x100ed67|NVDLC01DeanDialogueNVDLC01DeanTopic054|Fine. Get up and follow me.
DIAL|0x100ed68|NVDLC01DeanDialogueNVDLC01DeanTopic053|I think you can manage walking there without me. Now get going.
INFO|0x100edb0||
DIAL|0x100ed6a|NVDLC01DeanDialogueNVDLC01DeanTopic048|Meet at the Fountain, and we'll hear what the next step is.
INFO|0x100ed9c||
DIAL|0x100ed6c|NVDLC01DeanDialogueNVDLC01DeanTopic046|It's starting to make sense, now that I've met you.
INFO|0x100eda7||
DIAL|0x100ed6d|NVDLC01DeanDialogueNVDLC01DeanTopic045|I only need you breathing. Push me, I'll bring you to the point of death, then leave you.
DIAL|0x100ed6e|NVDLC01DeanDialogueNVDLC01DeanTopic044|Agree to come with me now, or I get up from this chair and kill us both, shaped-charge or no.
DIAL|0x100ed6f|NVDLC01DeanDialogueNVDLC01DeanTopic043|Forget this, I'm leaving.
DIAL|0x100ed70|NVDLC01DeanDialogueNVDLC01DeanTopic042|Either deal with me as an equal, or I walk.
INFO|0x1013300||
DIAL|0x100ed71|NVDLC01DeanDialogueNVDLC01DeanTopic041|I think you're bluffing. I'm getting up, right now.
DIAL|0x100ed72|NVDLC01DeanDialogueNVDLC01DeanTopic040|Uh... look, maybe we can make some sort of... deal, you and me.
INFO|0x100ed95||
INFO|0x100ed96||
DIAL|0x100ed73|NVDLC01DeanDialogueNVDLC01DeanTopic039|Our collars... these "neckties" are linked. I die, you die.
INFO|0x100ed9d||
DIAL|0x100ed74|NVDLC01DeanDialogueNVDLC01DeanTopic037|I'm not going to help you.
INFO|0x100edb1||
DIAL|0x100ed82|NVDLC01DeanDialogueNVDLC01DeanTopic021|I'll cooperate. What do you want?
INFO|0x1010c9e||
DIAL|0x100ed83|NVDLC01DeanDialogueNVDLC01DeanTopic020|Misund...? Ummm.
INFO|0x100eda6||
DIAL|0x100ed84|NVDLC01DeanDialogueNVDLC01DeanTopic019|I'm listening.
DIAL|0x100ed85|NVDLC01DeanDialogueNVDLC01DeanTopic018|You've got my attention. For the moment.
DIAL|0x100ed86|NVDLC01DeanDialogueNVDLC01DeanTopic017|Look - I need your help to get into the Sierra Madre.
INFO|0x100edac||
